감지 키워드,위험도,대응 가이드
"telegram, ssn, dump",높음,"텔레그램 채널 조사 및 신고 조치 / 신원정보 유출 가능성, 고객 데이터 샘플 대조 필요 / 데이터 판매 정황, 샘플 수집/조사 권고"
